country_code,airports,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018
HU,2,22895.0,0.0,1639140.0,1048.83395771003,0.75,32413.0,0.0,2229144.0,1302.9599209570188,0.7983193277310925,39329.0,0.0,2923932.0,1240.5429440455732,0.85,36818.0,3410619.0,2880292.0,1248.6767015067644,0.8571428571428571,36109.0,4310055.0,3042100.0,1283.956418571832,0.8325581395348837,33639.0,4128856.0,2885882.0,1296.4174655578242,0.8484848484848485,33712.0,4131274.0,2926283.0,1295.4835386417503,0.8857142857142857,32670.0,4119690.0,3001582.0,1145.3430503046534,0.916083916083916,37182.0,4769193.0,3513125.0,1254.4083905229695,0.8822314049586777,29805.0,4376791.0,3364012.0,1215.9715522717352,0.9012345679012346,28499.0,4446529.0,3490710.0,1241.6149901449837,0.9024390243902439,29169.0,4533737.0,3690278.0,1250.2303589430048,0.8807157057654076,32024.0,5150228.0,4246108.0,1308.62315056308,0.8659217877094972,34612.0,5816010.0,4767225.0,1257.3366538043183,0.8637110016420362,36948.0,6290179.0,5327485.0,1282.0107923119701,0.8590704647676162,42548.0,7366109.0,6132528.0,1275.7726039664162,0.84251968503937
MT,1,11323.0,1362752.0,973682.0,1503.3643057531697,0.9444444444444444,8673.0,1321111.0,953820.0,1590.2459699528567,0.9411764705882353,8739.0,1374489.0,958222.0,1633.5861288540214,0.9411764705882353,7959.0,1255710.0,892845.0,1547.3070635055094,0.9375,9140.0,1501075.0,1043348.0,1597.5410027157632,0.9473684210526315,9244.0,1512082.0,1119615.0,1549.2170417851694,0.9541984732824428,9201.0,1503111.0,1074908.0,1560.1519568681497,0.9541984732824428,10053.0,1618215.0,1156633.0,1573.84949587352,0.9581881533101045,9481.0,1571216.0,1233841.0,1744.1578261483153,0.9611650485436893,9961.0,1655974.0,1307846.0,1623.3207891143966,0.9304347826086956,11054.0,1868256.0,1478595.0,1628.4879847147329,0.9083969465648855,11760.0,1989360.0,1594113.0,1582.1306427185007,0.9512820512820512,12958.0,2176964.0,1778741.0,1642.1891874338467,0.9712918660287081,10684.0,1798293.0,1501772.0,1611.2460462309887,1.0,13252.0,2339688.0,1894699.0,1623.5815641527045,1.0,14064.0,2485694.0,2019466.0,1642.07169972402,1.0
NL,5,170918.0,0.0,18222361.0,2956.166752704772,0.6674220963172804,176481.0,26449550.0,20061648.0,3011.091675368164,0.6651718983557549,179327.0,28147981.0,20831110.0,3004.4912910484895,0.6642048252092565,193378.0,33583378.0,22127754.0,3060.23062286176,0.6587723537941035,204409.0,31008702.0,23378459.0,2996.1101396394915,0.6732406992380099,203015.0,31155699.0,23441598.0,2972.9165939504387,0.6773916773916774,185274.0,28783758.0,21348504.0,2998.43493779374,0.6732584269662921,183982.0,29033868.0,22336108.0,2949.12221877212,0.6810126582278481,202454.0,31295533.0,24930490.0,2930.385215718188,0.6780333068992863,205058.0,31322607.0,25524783.0,2868.396934346635,0.6958028494416635,209555.0,32687295.0,26793223.0,2779.860968722367,0.7052518756698821,216670.0,34496307.0,28255112.0,2791.1605227153705,0.7132793237055302,224197.0,36464930.0,30164027.0,2795.9036447034564,0.7201068804275217,239554.0,39656162.0,33049685.0,2797.901427324493,0.7104819683181665,244400.0,41329458.0,35137245.0,2871.000643434797,0.696149843912591,251077.0,43326505.0,37066420.0,2842.733501469725,0.7013281503077421
AT,6,89901.0,8741419.0,5712612.0,1608.189882040859,0.8276923076923077,101173.0,10338863.0,6739505.0,1707.6063935534435,0.7904411764705882,108716.0,11350837.0,7649061.0,1616.921036874788,0.8102127659574468,115573.0,12375917.0,8655585.0,1611.6733757274012,0.805065234075211,125780.0,13620186.0,9474365.0,1445.865751018632,0.8114328136599851,129688.0,14270590.0,9921592.0,1497.2232563013597,0.7986774430565761,115245.0,12967494.0,9107812.0,1437.8595129005942,0.8032,121844.0,14615263.0,10238378.0,1484.4022579694247,0.7757847533632287,122810.0,15521888.0,10980251.0,1484.1749940692414,0.7841246290801187,119790.0,15239334.0,11293385.0,1529.5288149099736,0.7579365079365079,115804.0,14908003.0,11256832.0,1510.9963186100317,0.771585557299843,118261.0,15500355.0,11755716.0,1535.716507262833,0.7552804078659869,116402.0,15878477.0,11968324.0,1654.7104483047467,0.7375533428165008,116054.0,16322372.0,12158902.0,1696.045103803711,0.7659279778393352,116415.0,16854953.0,12742354.0,1767.8962446176408,0.7488554610856769,123224.0,18024237.0,13884526.0,1734.409624625707,0.7558290155440415
PL,12,,,,,,39584.0,3537644.0,2200163.0,1676.2949447829562,0.7492537313432835,39300.0,3654324.0,2361510.0,1860.9855337341853,0.7586206896551724,86077.0,7778430.0,5382257.0,1423.2069901817385,0.8555008210180624,91396.0,10031660.0,7075600.0,1475.4225867148448,0.8645367412140575,98389.0,11359618.0,7841849.0,1447.202696032211,0.8595927116827439,87276.0,9838509.0,6944753.0,1426.9715827749346,0.8637147786083956,89757.0,10499598.0,7496186.0,1368.5713018251508,0.8706939590614079,95772.0,11253511.0,8461991.0,1325.331605722881,0.9186363636363636,103344.0,11689591.0,9066622.0,1312.7635097613152,0.9117241379310345,101620.0,12367105.0,9248504.0,1329.8779584345327,0.9091314031180401,105313.0,13538066.0,10460555.0,1323.0865348143832,0.9170431211498973,113065.0,15197792.0,11904773.0,1291.5411477591092,0.9457218243497927,126304.0,17050727.0,13664206.0,1325.6077216610017,0.9553299492385787,138519.0,19180318.0,15741426.0,1421.3184127431186,0.9322999050933249,149785.0,21424503.0,17529494.0,1530.9919738033213,0.8646816037735849
PT,10,,,,,,68791.0,10358705.0,6232717.0,1674.087987530328,0.9332344213649851,70593.0,10971783.0,6615416.0,1646.4674806116375,0.9381578947368421,87823.0,12972649.0,7841327.0,1894.1232789944104,0.9249217935349322,95605.0,14679552.0,9160873.0,2026.9379465521847,0.9010507880910683,106430.0,15194919.0,10570733.0,2071.313719069407,0.9125,92214.0,13517392.0,9613223.0,2119.5417438243026,0.8940864960282436,94207.0,14005840.0,9980222.0,1945.6350274630604,0.9259911894273127,98335.0,14279160.0,10629885.0,1945.7656102020044,0.9295892707460185,95749.0,14247339.0,10716196.0,1961.2328767597755,0.9330143540669856,99572.0,14766433.0,11465982.0,2069.881902955917,0.9095704596834966,110042.0,16329852.0,12989225.0,2091.4517476048136,0.9118236472945892,123229.0,19061095.0,15494432.0,2002.7060736023852,0.9036789297658863,147147.0,22403657.0,18089091.0,2009.3618816351968,0.8926588525601481,161500.0,25649672.0,21173262.0,1996.4863632578654,0.9040793825799338,174092.0,28123932.0,23064277.0,2116.0960991875577,0.8775923115832068
RO,8,,,,,,,,,,,20543.0,1761464.0,985141.0,940.6382816624609,0.9157894736842105,26595.0,2326650.0,1577919.0,1066.4740772222926,0.9682539682539683,33040.0,3157621.0,2357332.0,1135.9068454463852,0.9508448540706606,39776.0,4551637.0,3213327.0,1261.4972116270535,0.9413298565840938,38728.0,4842786.0,3071237.0,1338.8350198007556,0.95593635250918,43241.0,4553031.0,3502909.0,1271.6063296617237,0.9475982532751092,43473.0,5336272.0,3920899.0,1324.163921941383,0.9528949950932286,38445.0,4455297.0,3493630.0,1254.1946449822844,0.9536679536679536,37169.0,4506636.0,3606177.0,1333.0269452830807,0.9855769230769231,40220.0,5156436.0,4209226.0,1407.7002583663461,0.948220064724919,50821.0,6610268.0,5528332.0,1395.7392842319537,0.9496644295302014,57734.0,7664930.0,6595876.0,1442.5945786697894,0.952191235059761,68107.0,9054798.0,8159329.0,1435.2133859877522,0.9427402862985685,70437.0,9975371.0,8658297.0,1455.760447829517,0.9263301500682128
SI,1,,,,,,7926.0,679209.0,374077.0,933.6542561279646,0.7411764705882353,9322.0,735411.0,437899.0,912.9757261031548,0.7096774193548387,9898.0,778166.0,478301.0,930.0758189125781,0.7437185929648241,11328.0,864321.0,556363.0,946.788975023999,0.7747747747747747,12845.0,971813.0,615941.0,934.2128774808311,0.7174887892376681,11578.0,864376.0,528452.0,992.1322281554335,0.7048458149779736,10036.0,739992.0,490286.0,867.6674004111533,0.7446808510638298,10365.0,821170.0,536468.0,884.1453709971828,0.7681159420289855,9102.0,683833.0,466415.0,949.2223877784344,0.8769230769230769,8760.0,738000.0,528874.0,983.4270844456938,0.8522167487684729,8187.0,749377.0,525637.0,911.5602303133853,0.817258883248731,8849.0,869748.0,596600.0,919.6131982082668,0.8101851851851852,8771.0,865065.0,598628.0,910.0075090670332,0.8110599078341014,10561.0,1058680.0,748149.0,903.7026298641819,0.7896825396825397,10422.0,1109834.0,765748.0,874.308048826497,0.805668016194332
SK,2,,,,,,,,,,,,,,,,12482.0,1458788.0,997137.0,1034.726404863244,0.8285714285714286,11508.0,1392103.0,1007284.0,1100.8939652274294,0.7896995708154506,13904.0,1761456.0,1208895.0,1348.6847461135296,0.8118811881188119,10247.0,1126228.0,818289.0,1218.171522580677,0.8233082706766918,9265.0,1069600.0,815789.0,1214.5263902393049,0.8350515463917526,8091.0,976245.0,782666.0,1346.260188360718,0.8446969696969697,6475.0,845661.0,680452.0,1268.1468118792043,0.8368200836820083,5334.0,847299.0,655633.0,1250.0219251823296,0.8916666666666667,5710.0,842101.0,710176.0,1256.1337392959972,0.8972332015810277,6752.0,1012376.0,848772.0,1397.092182657301,0.8858131487889274,8633.0,1215027.0,985045.0,1277.105135905295,0.8218085106382979,8534.0,1219714.0,1024169.0,1271.4517715203124,0.7793764988009593,8603.0,1405379.0,1186753.0,1274.2978826791423,0.8407079646017699
FI,16,90709.0,10296441.0,5482321.0,1405.5876319146469,0.884430176565008,97083.0,10877735.0,6186655.0,1644.9275675082852,0.8653576437587658,97495.0,10675153.0,6375744.0,1703.2659421684348,0.8620689655172413,99165.0,10561530.0,6786704.0,1707.3042206724263,0.8625180897250362,101406.0,11098913.0,7395135.0,1966.9115555472642,0.8335500650195059,104821.0,11889589.0,7599332.0,2104.511952487505,0.8164705882352942,95091.0,10681459.0,6874935.0,2047.3083951069325,0.8337264150943396,93479.0,10724537.0,7111166.0,2199.876646022306,0.8039647577092511,110515.0,12764626.0,8460659.0,2166.19841293588,0.8274161735700197,95681.0,11495865.0,8389610.0,2226.2199574282868,0.8287345385347288,87996.0,11165046.0,8110134.0,2322.89973669439,0.8293216630196937,86470.0,11629825.0,8537906.0,2470.3191358897097,0.8254310344827587,87878.0,11766081.0,8640376.0,2347.1351380478814,0.8217142857142857,87738.0,12108783.0,9080115.0,2309.711765779276,0.81199538638985,94213.0,13207202.0,10081372.0,2243.2382930520007,0.8,103112.0,14927510.0,11284747.0,2298.174279103105,0.8067061143984221
SE,22,160529.0,17461636.0,11169098.0,1467.9826067506988,0.9572192513368984,164196.0,18489188.0,11421700.0,1441.0857608002168,0.9428571428571428,154017.0,18498896.0,12150578.0,1665.3427279636262,0.9131255901794145,163270.0,19787101.0,13706756.0,1390.8414581878599,0.953757225433526,163787.0,20392998.0,14391839.0,1456.2108078644267,0.9523809523809523,167716.0,21935741.0,14734978.0,1545.788351501491,0.939499709133217,150903.0,19049941.0,13226977.0,1470.8373274357125,0.926860025220681,152669.0,19587874.0,13973962.0,1562.5557541269886,0.9293413173652695,173846.0,22531999.0,15846519.0,1540.332591238675,0.9375333689268553,170020.0,23025892.0,16380942.0,1562.6249070650517,0.9312114989733059,171950.0,24384663.0,16666063.0,1557.9227939798807,0.9183889772125067,176171.0,25372447.0,17490215.0,1656.573821254274,0.9040264754550469,178249.0,25916283.0,18120308.0,1662.7937273816488,0.9191011235955057,188696.0,27340220.0,19450279.0,1650.2456848795025,0.8971867007672635,195363.0,28658480.0,20464182.0,1650.8081431016303,0.8940529735132434,196516.0,28932486.0,20530747.0,1652.8059759826076,0.8877209746774964
IS,3,5038.0,1108989.0,677442.0,2893.2375011067393,0.6724137931034483,6014.0,1316527.0,835186.0,2971.3381133577113,0.6810810810810811,6249.0,1433129.0,930451.0,3056.2591242618487,0.678391959798995,6885.0,1632166.0,992018.0,3042.4252695789887,0.7167381974248928,7860.0,1729231.0,1078437.0,2857.474138301582,0.768,7129.0,1361734.0,942559.0,2818.5061517436734,0.7665198237885462,6140.0,1116027.0,830373.0,2796.619766071072,0.75,6309.0,1156932.0,891362.0,2965.085839628804,0.6854460093896714,7447.0,1381768.0,1077564.0,3061.473611972494,0.6508620689655172,7171.0,1334318.0,1054795.0,3139.6918881962456,0.601123595505618,9005.0,1670558.0,1316597.0,2930.297096879707,0.670995670995671,10681.0,1978330.0,1582233.0,2981.4964252498125,0.6438848920863309,13310.0,2480200.0,2074161.0,3062.2661808577313,0.6686390532544378,16007.0,3095100.0,2628684.0,3091.4443331144003,0.6089743589743589,19730.0,3993194.0,3394987.0,3226.6497193215255,0.59375,29295.0,5135220.0,4331222.0,2984.506784896624,0.6531440162271805
NO,30,220140.0,22338597.0,13614001.0,699.0069250442707,1.0,228931.0,23204411.0,14300780.0,682.2197889163544,0.9900166389351082,228884.0,23577029.0,15075356.0,750.1474071943198,0.9905956112852664,247642.0,25834672.0,16902990.0,850.0424685511415,0.9834139599170698,254004.0,28361512.0,18258744.0,920.8829693950689,0.9847522236340533,260487.0,28482487.0,18541024.0,942.3391004668587,0.9861830742659758,218540.0,28739488.0,17538448.0,973.0062536549016,0.9766536964980544,223425.0,30302383.0,18575829.0,1125.604646839312,0.9798882681564246,231293.0,32081954.0,20429187.0,1101.2752688251564,0.9730790802019069,241594.0,34151432.0,21697296.0,1182.7588930043546,0.9697428139183056,248179.0,35398551.0,22545419.0,1247.8207067461622,0.9720018665422305,250423.0,35596605.0,23013426.0,1255.119902938898,0.9720670391061452,271832.0,36608342.0,23780436.0,1145.4164890034606,0.9642401021711366,269732.0,36274914.0,24031168.0,1168.20622539797,0.9621451104100947,271937.0,36661732.0,24918787.0,1161.1189181606371,0.9618528610354223,266346.0,36993199.0,25531346.0,1185.4671278309659,0.9612903225806452
CH,5,,,,,,138329.0,16480308.0,10718819.0,2367.754824701755,0.7281818181818182,141399.0,17099241.0,11551981.0,2261.6668677558655,0.7378309137489325,143733.0,17022028.0,12683084.0,2198.899607192795,0.749607535321821,151699.0,18780230.0,13832513.0,2289.8564107692664,0.7167883211678832,156210.0,20818805.0,14693087.0,2231.8901695344703,0.7192494788047255,147947.0,20193066.0,14369676.0,2314.4041094551144,0.7057991513437057,150483.0,20257162.0,15205293.0,2491.873222907531,0.680794701986755,167162.0,23190403.0,16840512.0,2447.301484166037,0.6780986762936222,169935.0,23650490.0,17510135.0,2459.982433152987,0.6717112922002328,165652.0,23431400.0,17694799.0,2477.506224826118,0.6816037735849056,165428.0,23584506.0,18105954.0,2439.5553900033456,0.6870910172516359,169074.0,24400273.0,18854934.0,2361.353343748101,0.7051428571428572,170966.0,25508825.0,19555854.0,2330.2448068092112,0.7117750439367311,172314.0,26315399.0,20780620.0,2343.795989086775,0.7092957746478873,173566.0,26809086.0,21618621.0,2327.1499096848383,0.710352422907489
ME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365.0,1042227.0,777654.0,1225.4215374112034,0.5897435897435898,9087.0,1216399.0,933966.0,1239.0226519906798,0.6666666666666666,9338.0,1257263.0,990917.0,1200.6599745561703,0.6840148698884758
MK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7206.0,1096171.0,906463.0,1344.1910698524066,0.937984496124031,7934.0,1276444.0,1065824.0,1375.5207617398737,0.9164733178654292
TR,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358202.0,64557440.0,51632014.0,2067.0703556387916,0.7142147117296223,447964.0,81187790.0,65700874.0,2083.2279512161995,0.7002974147792267,496885.0,90741548.0,73548207.0,2051.6195542921837,0.7024552642530171,542616.0,99803261.0,80745795.0,2081.0494557295606,0.6994818652849741,533394.0,98231699.0,77931606.0,2059.302944325802,0.6969632618390317,559360.0,104664755.0,87588762.0,2118.182068440834,0.6313777947639977,593937.0,113945233.0,96046843.0,2140.073997881573,0.6399389727072385
UK,37,797972.0,119286667.0,88851523.0,2095.0109622369523,0.8255559840596478,849653.0,131010764.0,95941077.0,2084.905498426612,0.8126151012891344,893059.0,138465120.0,100535265.0,2037.1165569569505,0.8142646439106616,907888.0,140647544.0,103077223.0,2020.6755857710355,0.8142814873261663,917443.0,142330553.0,104614270.0,2044.552881664635,0.8148646053389668,886457.0,139475296.0,101400714.0,2047.9854009881883,0.8155311211466719,812360.0,128918175.0,94539746.0,2034.6308139370283,0.8176554246241365,763298.0,122146300.0,90908872.0,2080.0160722692654,0.8106434344494594,786987.0,126016756.0,94785154.0,2111.4851612161565,0.8154125694741342,781736.0,125618279.0,95830442.0,2074.9099775985364,0.8230889235569423,793654.0,129518059.0,99686085.0,2087.6018086956356,0.8195335573887361,806350.0,133449386.0,104214956.0,2115.073557749788,0.8171934769478558,837945.0,140347875.0,110969549.0,2124.8837918226372,0.8247737111373475,883729.0,148305082.0,118983950.0,2127.3337967796265,0.8310842691327734,915937.0,153637391.0,126632000.0,2164.223776572061,0.8283108988276161,919356.0,154669847.0,129354761.0,2224.3304969807873,0.8194600189769689
